Mes.Base,Ano.Exec,Veiculo,CO.Cliente,CO.Fabrica,rota,cod_rota,Qtd.Transp,Vlr.Frete,km_api,custo/km,custo/unid,qtd_max_veiculo,num_viagens,qtd_max_transp,taxa_ocupacao
10,2023,P24,2343,3403208,ARARAQUARA - PINDAMONHANGABA,3403208-2343,33600,24128.57,383.38699999999994,5.721389519301289,0.7478870202020201,3600.0,11.0,39600.0,0.8484848484848485
10,2023,P24,2343,3423909,ITU - PINDAMONHANGABA,3423909-2343,59400,29790.76,239.664,6.215109486614594,0.5105606388888889,3600.0,20.0,72000.0,0.825
10,2023,P24,2344,3403208,ARARAQUARA - SOROCABA,3403208-2344,16800,7731.49,241.89299999999997,6.39248758748703,0.4659436666666667,3600.0,5.0,18000.0,0.9333333333333333
10,2023,P24,2344,3424402,JACAREI - SOROCABA,3424402-2344,18600,6367.3099999999995,178.023,5.961130490629487,0.34469537037037035,3600.0,6.0,21600.0,0.8611111111111112
10,2023,P24,2345,3403208,ARARAQUARA - SOROCABA,3403208-2345,21600,11238.57,244.434,6.568276099069688,0.527905119047619,3600.0,7.0,25200.0,0.8571428571428571
10,2023,P24,2345,3424402,JACAREI - SOROCABA,3424402-2345,32400,9988.58,180.564,5.531877893710818,0.31682566666666667,3600.0,10.0,36000.0,0.9
10,2023,P24,2346,3403208,ARARAQUARA - SOROCABA,3403208-2346,17400,0.0,238.558,0.0,0.0,3600.0,6.0,21600.0,0.8055555555555556
10,2023,P24,2346,3424402,JACAREI - SOROCABA,3424402-2346,29400,0.0,174.688,0.0,0.0,3600.0,10.0,36000.0,0.8166666666666667
10,2023,P24,2347,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2347,18000,3883.38,85.682,6.474738818288222,0.21566333333333335,3000.0,7.0,21000.0,0.8571428571428571
10,2023,P24,2347,3423909,ITU - RIBEIRAO PRETO,3423909-2347,23400,12792.42,263.19,6.075658269691098,0.5653283333333333,3600.0,8.0,28800.0,0.8125
10,2023,P24,2347,3424402,JACAREI - RIBEIRAO PRETO,3424402-2347,27600,18614.78,357.812,5.780434666497738,0.6961817901234568,3600.0,9.0,32400.0,0.8518518518518519
10,2023,P24,2348,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2348,28800,6043.0,96.021,6.293414982139323,0.21603116666666664,3600.0,10.0,36000.0,0.8
10,2023,P24,2348,3423909,ITU - RIBEIRAO PRETO,3423909-2348,14400,8845.18,273.529,6.467453176811235,0.6271005555555555,3600.0,5.0,18000.0,0.8
10,2023,P24,2348,3424402,JACAREI - RIBEIRAO PRETO,3424402-2348,26400,19432.57,368.151,5.864915332144811,0.7449577160493827,3600.0,9.0,32400.0,0.8148148148148148
10,2023,P24,2349,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2349,25800,0.0,90.218,0.0,0.0,3600.0,8.0,28800.0,0.8958333333333334
10,2023,P24,2349,3423909,ITU - RIBEIRAO PRETO,3423909-2349,43800,0.0,267.641,0.0,0.0,3600.0,14.0,50400.0,0.8690476190476191
10,2023,P24,2349,3424402,JACAREI - RIBEIRAO PRETO,3424402-2349,18000,0.0,362.263,0.0,0.0,3000.0,7.0,21000.0,0.8571428571428571
10,2023,P24,2350,3403208,ARARAQUARA - BAURU,3403208-2350,43800,11650.54,124.481,6.239527852978902,0.2737264814814815,3600.0,15.0,54000.0,0.8111111111111111
10,2023,P24,2350,3423909,ITU - BAURU,3423909-2350,18600,9297.42,251.819,6.153507082467963,0.5110627777777778,3600.0,6.0,21600.0,0.8611111111111112
10,2023,P24,2350,3424402,JACAREI - BAURU,3424402-2350,21600,17284.98,401.828,6.145123926512979,0.8237335714285715,3600.0,7.0,25200.0,0.8571428571428571
10,2023,P24,2351,3403208,ARARAQUARA - BAURU,3403208-2351,33000,0.0,124.483,0.0,0.0,3600.0,11.0,39600.0,0.8333333333333334
10,2023,P24,2351,3423909,ITU - BAURU,3423909-2351,29400,0.0,250.233,0.0,0.0,3600.0,10.0,36000.0,0.8166666666666667
10,2023,P24,2351,3424402,JACAREI - BAURU,3424402-2351,11400,0.0,403.211,0.0,0.0,3600.0,4.0,14400.0,0.7916666666666666
11,2023,P12,2301,3403208,ARARAQUARA - VALINHOS,3403208-2301,80400,0.0,193.55,0.0,0.0,1800.0,51.0,91800.0,0.8758169934640523
11,2023,P12,2301,3424402,JACAREI - VALINHOS,3424402-2301,241200,80666.22,145.62,3.620589177849412,0.33722931735657224,1800.0,153.0,275400.0,0.8758169934640523
11,2023,P12,2302,3403208,ARARAQUARA - CAMPINAS,3403208-2302,68400,0.0,182.669,0.0,0.0,1800.0,42.0,75600.0,0.9047619047619048
11,2023,P12,2302,3424402,JACAREI - CAMPINAS,3424402-2302,155700,34755.0,141.311,2.5355348774841655,0.2267587056128293,1800.0,97.0,174600.0,0.8917525773195877
11,2023,P12,2303,3403208,ARARAQUARA - CAMPINAS,3403208-2303,78600,0.0,187.278,0.0,0.0,1800.0,50.0,90000.0,0.8733333333333333
11,2023,P12,2303,3424402,JACAREI - CAMPINAS,3424402-2303,118800,24973.239999999998,141.46,2.4183456672005637,0.20618776255707763,1800.0,73.0,131400.0,0.9041095890410958
11,2023,P12,2304,3403208,ARARAQUARA - CAMPINAS,3403208-2304,62100,35046.66,178.496,5.0344674821413795,0.563697094017094,1800.0,39.0,70200.0,0.8846153846153846
11,2023,P12,2304,3424402,JACAREI - CAMPINAS,3424402-2304,74400,34083.53,146.051,4.965262061620271,0.45891229314420806,1800.0,47.0,84600.0,0.8794326241134752
11,2023,P12,2305,3403208,ARARAQUARA - CAMPINAS,3403208-2305,71700,40893.19,180.193,5.043134614305525,0.5713756790123456,1800.0,45.0,81000.0,0.8851851851851852
11,2023,P12,2305,3423909,ITU - CAMPINAS,3423909-2305,119700,32058.13,71.375,5.833125753405964,0.26919613275613274,1800.0,77.0,138600.0,0.8636363636363636
11,2023,P12,2305,3424402,JACAREI - CAMPINAS,3424402-2305,151500,68631.37,147.748,4.941663896951624,0.45432845153664303,1800.0,94.0,169200.0,0.8953900709219859
11,2023,P12,2306,3403208,ARARAQUARA - VALINHOS,3403208-2306,73500,46945.0,194.211,5.25481810124488,0.6414771739130435,1800.0,46.0,82800.0,0.8876811594202898
11,2023,P12,2306,3424402,JACAREI - VALINHOS,3424402-2306,64500,27198.41,138.681,4.903052689265292,0.4222517222222222,1800.0,40.0,72000.0,0.8958333333333334
11,2023,P12,2307,3403208,ARARAQUARA - CAMPINAS,3403208-2307,78600,945.31,183.626,0.10506159703052144,0.012861360544217685,1800.0,49.0,88200.0,0.891156462585034
11,2023,P12,2307,3424402,JACAREI - CAMPINAS,3424402-2307,190800,59869.58,146.178,3.441733463898222,0.31142367880485533,1800.0,119.0,214200.0,0.8907563025210085
11,2023,P12,2308,3403208,ARARAQUARA - CAMPINAS,3403208-2308,68100,43725.31,195.864,5.1917027857013265,0.6446333333333333,1800.0,43.0,77400.0,0.8798449612403101
11,2023,P12,2308,3423909,ITU - CAMPINAS,3423909-2308,114600,33060.58,72.623,6.151833366765275,0.291626996996997,1800.0,74.0,133200.0,0.8603603603603603
11,2023,P12,2308,3424402,JACAREI - CAMPINAS,3424402-2308,92100,37344.6,137.757,4.755971900176626,0.4040893567251462,1800.0,57.0,102600.0,0.8976608187134503
11,2023,P12,2309,3403208,ARARAQUARA - AMERICANA,3403208-2309,66000,30254.95,150.529,4.7854961660607085,0.4580558201058201,1800.0,42.0,75600.0,0.873015873015873
11,2023,P12,2309,3423909,ITU - AMERICANA,3423909-2309,97500,27796.66,85.088,5.3554314453233385,0.2867277413479053,1800.0,61.0,109800.0,0.8879781420765027
11,2023,P12,2309,3424402,JACAREI - AMERICANA,3424402-2309,348600,194764.58000000002,175.727,5.131185704930776,0.5586969444444444,1800.0,216.0,388800.0,0.8966049382716049
11,2023,P12,2310,3403208,ARARAQUARA - SAO PAULO,3403208-2310,64800,47839.8,269.701,4.434521933548632,0.7416929166666667,1800.0,40.0,72000.0,0.9
11,2023,P12,2310,3423909,ITU - SAO PAULO,3423909-2310,145200,48103.619999999995,101.813,5.249670146903309,0.33116599999999996,1800.0,90.0,162000.0,0.8962962962962963
11,2023,P12,2310,3424402,JACAREI - SAO PAULO,3424402-2310,109800,32759.07,86.725,5.396214635753408,0.301039,1800.0,70.0,126000.0,0.8714285714285714
11,2023,P12,2311,3403208,ARARAQUARA - PIRACICABA,3403208-2311,95400,38318.24,138.038,4.704948600495909,0.3983852354048964,1800.0,59.0,106200.0,0.8983050847457628
11,2023,P12,2311,3423909,ITU - PIRACICABA,3423909-2311,110100,30483.08,71.15,6.120485894990463,0.27914388888888886,1800.0,70.0,126000.0,0.8738095238095238
11,2023,P12,2311,3424402,JACAREI - PIRACICABA,3424402-2311,136500,85679.75,208.77399999999997,4.772031779774769,0.6321114082687339,1800.0,86.0,154800.0,0.8817829457364341
11,2023,P12,2312,3403208,ARARAQUARA - JACAREI,3403208-2312,83100,71317.58,318.68,4.388050463062092,0.8648870588235295,1800.0,51.0,91800.0,0.9052287581699346
11,2023,P12,2313,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2313,91200,0.0,331.057,0.0,0.0,1800.0,57.0,102600.0,0.8888888888888888
11,2023,P12,2314,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2314,98400,0.0,327.95,0.0,0.0,1800.0,62.0,111600.0,0.8817204301075269
11,2023,P12,2315,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2315,73800,63860.68,331.255,4.190957577014425,0.8745910144927536,1800.0,46.0,82800.0,0.8913043478260869
11,2023,P12,2316,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2316,78900,68810.56,328.759,4.1860791643726865,0.8799925333333333,1800.0,50.0,90000.0,0.8766666666666667
11,2023,P12,2317,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2317,85500,1527.76,331.827,0.0837106520730819,0.01851830303030303,1800.0,55.0,99000.0,0.8636363636363636
11,2023,P12,2318,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2318,63300,61045.68,339.745,4.607202007840722,0.9697062108262108,1800.0,39.0,70200.0,0.9017094017094017
11,2023,P12,2319,3403208,ARARAQUARA - SAO PAULO,3403208-2319,66600,49078.68,264.497,4.4179707142236015,0.7387555555555556,1800.0,42.0,75600.0,0.8809523809523809
11,2023,P12,2319,3424402,JACAREI - SAO PAULO,3424402-2319,129900,39444.659999999996,83.083,5.72002536583753,0.30635626506024094,1800.0,83.0,149400.0,0.8694779116465864
11,2023,P12,2320,3403208,ARARAQUARA - SAO PAULO,3403208-2320,61800,1268.54,266.947,0.12184690843750506,0.01807037037037037,1800.0,39.0,70200.0,0.8803418803418803
11,2023,P12,2320,3424402,JACAREI - SAO PAULO,3424402-2320,70200,0.0,95.171,0.0,0.0,1800.0,44.0,79200.0,0.8863636363636364
11,2023,P12,2321,3403208,ARARAQUARA - SAO PAULO,3403208-2321,60300,0.0,266.268,0.0,0.0,1800.0,38.0,68400.0,0.881578947368421
11,2023,P12,2321,3424402,JACAREI - SAO PAULO,3424402-2321,72000,0.0,94.50200000000001,0.0,0.0,1800.0,45.0,81000.0,0.8888888888888888
11,2023,P12,2322,3403208,ARARAQUARA - SAO PAULO,3403208-2322,72300,52824.91,264.79,4.43327500618939,0.7387404938271606,1800.0,45.0,81000.0,0.8925925925925926
11,2023,P12,2322,3424402,JACAREI - SAO PAULO,3424402-2322,84000,25657.170000000002,89.134,5.431121089256752,0.30773085953878404,1800.0,53.0,95400.0,0.8805031446540881
11,2023,P12,2323,3403208,ARARAQUARA - SAO PAULO,3403208-2323,64200,0.0,274.717,0.0,0.0,1800.0,41.0,73800.0,0.8699186991869918
11,2023,P12,2323,3424402,JACAREI - SAO PAULO,3424402-2323,68700,0.0,102.94099999999999,0.0,0.0,1800.0,43.0,77400.0,0.8875968992248062
11,2023,P12,2324,3403208,ARARAQUARA - SAO PAULO,3403208-2324,141600,56303.96000000001,275.424,2.296926789404496,0.4016528838951311,1800.0,89.0,160200.0,0.8838951310861424
11,2023,P12,2324,3423909,ITU - SAO PAULO,3423909-2324,65400,0.0,100.893,0.0,0.0,1800.0,41.0,73800.0,0.8861788617886179
11,2023,P12,2324,3424402,JACAREI - SAO PAULO,3424402-2324,86700,0.0,103.64800000000001,0.0,0.0,1800.0,54.0,97200.0,0.8919753086419753
11,2023,P12,2325,3403208,ARARAQUARA - SAO PAULO,3403208-2325,78000,0.0,285.412,0.0,0.0,1800.0,49.0,88200.0,0.8843537414965986
11,2023,P12,2325,3423909,ITU - SAO PAULO,3423909-2325,76200,0.0,105.66199999999999,0.0,0.0,1800.0,48.0,86400.0,0.8819444444444444
11,2023,P12,2325,3424402,JACAREI - SAO PAULO,3424402-2325,60600,0.0,105.667,0.0,0.0,1800.0,37.0,66600.0,0.9099099099099099
11,2023,P12,2326,3403208,ARARAQUARA - COTIA,3403208-2326,153900,119953.0,270.955,4.660047453985854,0.7823325146198832,1800.0,95.0,171000.0,0.9
11,2023,P12,2326,3423909,ITU - COTIA,3423909-2326,87300,29592.7,91.20499999999998,5.692343352213108,0.3401356725146199,1800.0,57.0,102600.0,0.8508771929824561
11,2023,P12,2326,3424402,JACAREI - COTIA,3424402-2326,64200,21465.56,107.828,4.976805653448084,0.3341565,1800.0,40.0,72000.0,0.8916666666666667
11,2023,P12,2327,3403208,ARARAQUARA - SAO PAULO,3403208-2327,159000,67755.45,277.216,2.4940196195643214,0.42745623582766445,1800.0,98.0,176400.0,0.9013605442176871
11,2023,P12,2327,3423909,ITU - SAO PAULO,3423909-2327,79200,0.0,106.977,0.0,0.0,1800.0,49.0,88200.0,0.8979591836734694
11,2023,P12,2327,3424402,JACAREI - SAO PAULO,3424402-2327,91800,498.79,105.44,0.08156133901941291,0.005733218390804598,1800.0,58.0,104400.0,0.8793103448275862
11,2023,P12,2328,3403208,ARARAQUARA - SAO PAULO,3403208-2328,80700,61770.990000000005,284.644,4.340227793313754,0.7642673333333333,1800.0,50.0,90000.0,0.8966666666666666
11,2023,P12,2328,3423909,ITU - SAO PAULO,3423909-2328,129000,47068.409999999996,108.678,5.3469099678084016,0.3656743621399177,1800.0,81.0,145800.0,0.8847736625514403
11,2023,P12,2328,3424402,JACAREI - SAO PAULO,3424402-2328,108000,36418.270000000004,120.638,4.43942036603431,0.3391415359477124,1800.0,68.0,122400.0,0.8823529411764706
11,2023,P12,2329,3403208,ARARAQUARA - SAO BERNARDO DO CAMPO,3403208-2329,71700,1405.56,291.699,0.10707841530710309,0.01735259259259259,1800.0,45.0,81000.0,0.8851851851851852
11,2023,P12,2329,3423909,ITU - SAO BERNARDO DO CAMPO,3423909-2329,138600,26426.32,115.733,2.6245824838006544,0.1925318007662835,1800.0,87.0,156600.0,0.8850574712643678
11,2023,P12,2329,3424402,JACAREI - SAO BERNARDO DO CAMPO,3424402-2329,61500,0.0,113.12200000000001,0.0,0.0,1800.0,38.0,68400.0,0.8991228070175439
11,2023,P12,2330,3403208,ARARAQUARA - MAUA,3403208-2330,76800,1209.15,303.713,0.08294220201308472,0.01679375,1800.0,48.0,86400.0,0.8888888888888888
11,2023,P12,2330,3423909,ITU - MAUA,3423909-2330,120300,24372.239999999998,161.745,2.009108164085443,0.20301383703703704,1800.0,75.0,135000.0,0.8911111111111111
11,2023,P12,2330,3424402,JACAREI - MAUA,3424402-2330,74100,473.85,95.01199999999999,0.10841879927295225,0.006867391304347826,1800.0,46.0,82800.0,0.894927536231884
11,2023,P12,2331,3403208,ARARAQUARA - OSASCO,3403208-2331,46800,35243.74,269.467,4.510019331904631,0.7539243295019157,1800.0,29.0,52200.0,0.896551724137931
11,2023,P12,2331,3423909,ITU - OSASCO,3423909-2331,71700,23930.82,88.048,5.908540993450214,0.33571260869565217,1800.0,46.0,82800.0,0.8659420289855072
11,2023,P12,2331,3424402,JACAREI - OSASCO,3424402-2331,140700,42968.73,100.01399999999998,4.9382431287206,0.30496241379310346,1800.0,87.0,156600.0,0.8984674329501916
11,2023,P12,2332,3403208,ARARAQUARA - SAO PAULO,3403208-2332,71400,0.0,264.892,0.0,0.0,1800.0,45.0,81000.0,0.8814814814814815
11,2023,P12,2332,3423909,ITU - SAO PAULO,3423909-2332,54600,0.0,94.751,0.0,0.0,1800.0,34.0,61200.0,0.8921568627450981
11,2023,P12,2332,3424402,JACAREI - SAO PAULO,3424402-2332,87900,0.0,91.551,0.0,0.0,1800.0,55.0,99000.0,0.8878787878787879
11,2023,P12,2333,3403208,ARARAQUARA - SAO PAULO,3403208-2333,54900,0.0,285.391,0.0,0.0,1800.0,34.0,61200.0,0.8970588235294118
11,2023,P12,2333,3423909,ITU - SAO PAULO,3423909-2333,70800,0.0,117.496,0.0,0.0,1800.0,43.0,77400.0,0.9147286821705426
11,2023,P12,2333,3424402,JACAREI - SAO PAULO,3424402-2333,72900,0.0,75.63,0.0,0.0,1800.0,46.0,82800.0,0.8804347826086957
11,2023,P12,2334,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2334,65400,48796.67,257.469,4.622547502521971,0.7463990514905149,1800.0,41.0,73800.0,0.8861788617886179
11,2023,P12,2334,3423909,ITU - SANTANA DE PARNAIBA,3423909-2334,70800,20438.69,86.429,5.255100847066506,0.2894060987654321,1800.0,45.0,81000.0,0.8740740740740741
11,2023,P12,2334,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2334,72600,23743.23,107.497,4.801596080942198,0.3265126086956522,1800.0,46.0,82800.0,0.8768115942028986
11,2023,P12,2335,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2335,67800,51593.39,258.345,4.754936413009919,0.7624224867724868,1800.0,42.0,75600.0,0.8968253968253969
11,2023,P12,2335,3423909,ITU - SANTANA DE PARNAIBA,3423909-2335,97500,26865.239999999998,84.402,5.133886905294248,0.2773325806451613,1800.0,62.0,111600.0,0.8736559139784946
11,2023,P12,2335,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2335,75600,25824.15,108.166,5.079692324760091,0.3406251773049645,1800.0,47.0,84600.0,0.8936170212765957
11,2023,P12,2336,3423909,ITU - SAO CARLOS,3423909-2336,68100,35565.12,168.829,5.015658278071726,0.523640634920635,1800.0,42.0,75600.0,0.9007936507936508
11,2023,P12,2336,3424402,JACAREI - SAO CARLOS,3424402-2336,69000,51214.97,283.079,4.20746792928295,0.7491758397932816,1800.0,43.0,77400.0,0.8914728682170543
11,2023,P12,2337,3423909,ITU - SAO CARLOS,3423909-2337,78300,42268.64,167.068,5.16331856562866,0.5400391836734694,1800.0,49.0,88200.0,0.8877551020408163
11,2023,P12,2337,3424402,JACAREI - SAO CARLOS,3424402-2337,91800,70361.34,281.319,4.387934955279276,0.7682786549707602,1800.0,57.0,102600.0,0.8947368421052632
11,2023,P12,2338,3423909,ITU - SAO CARLOS,3423909-2338,65400,32686.420000000002,164.406,4.849152440285398,0.5019472628726288,1800.0,41.0,73800.0,0.8861788617886179
11,2023,P12,2338,3424402,JACAREI - SAO CARLOS,3424402-2338,77700,57713.030000000006,278.657,4.142227182521882,0.7487358888888889,1800.0,50.0,90000.0,0.8633333333333333
11,2023,P12,2339,3403208,ARARAQUARA - TAUBATE,3403208-2339,74400,0.0,374.642,0.0,0.0,1800.0,47.0,84600.0,0.8794326241134752
11,2023,P12,2339,3423909,ITU - TAUBATE,3423909-2339,74100,1117.94,230.91900000000004,0.10758365968634503,0.013801728395061729,1800.0,45.0,81000.0,0.9148148148148149
11,2023,P12,2340,3403208,ARARAQUARA - TAUBATE,3403208-2340,93300,94443.48,377.221,4.316662810577792,1.019906417624521,1800.0,58.0,104400.0,0.8936781609195402
11,2023,P12,2340,3423909,ITU - TAUBATE,3423909-2340,127500,83468.85,233.49800000000002,4.5249540532209584,0.6581060759493671,1800.0,79.0,142200.0,0.8966244725738397
11,2023,P12,2341,3403208,ARARAQUARA - CACAPAVA,3403208-2341,63000,64901.31,359.068,4.634598888918405,1.0361980341880341,1800.0,39.0,70200.0,0.8974358974358975
11,2023,P12,2341,3423909,ITU - CACAPAVA,3423909-2341,71100,47309.58,215.345,4.882045090436277,0.6694142222222222,1800.0,45.0,81000.0,0.8777777777777778
11,2023,P12,2342,3403208,ARARAQUARA - CACAPAVA,3403208-2342,98400,96599.31,353.273,4.482638769171828,0.992826174863388,1800.0,61.0,109800.0,0.8961748633879781
11,2023,P12,2342,3423909,ITU - CACAPAVA,3423909-2342,75900,48728.630000000005,209.55000000000004,4.844570707070707,0.6464246064814815,1800.0,48.0,86400.0,0.8784722222222222
11,2023,P12,2343,3403208,ARARAQUARA - PINDAMONHANGABA,3403208-2343,78600,83853.36,383.387,4.463617861911045,1.0676741496598638,1800.0,49.0,88200.0,0.891156462585034
11,2023,P12,2343,3423909,ITU - PINDAMONHANGABA,3423909-2343,140100,93684.3,239.66400000000002,4.442028498989495,0.6735426767676768,1800.0,88.0,158400.0,0.884469696969697
11,2023,P12,2344,3403208,ARARAQUARA - SOROCABA,3403208-2344,71100,48468.22,241.893,4.452677653158858,0.6849235555555556,1800.0,45.0,81000.0,0.8777777777777778
11,2023,P12,2344,3424402,JACAREI - SOROCABA,3424402-2344,82200,45166.37,178.02300000000002,4.97472291804551,0.550426862745098,1800.0,51.0,91800.0,0.8954248366013072
11,2023,P12,2345,3403208,ARARAQUARA - SOROCABA,3403208-2345,83400,57437.340000000004,244.434,4.518864931921217,0.6933784615384616,1800.0,52.0,93600.0,0.8910256410256411
11,2023,P12,2345,3424402,JACAREI - SOROCABA,3424402-2345,81900,44412.310000000005,180.564,4.822830729509411,0.5422127015250545,1800.0,51.0,91800.0,0.8921568627450981
11,2023,P12,2346,3403208,ARARAQUARA - SOROCABA,3403208-2346,79800,0.0,238.55800000000002,0.0,0.0,1800.0,49.0,88200.0,0.9047619047619048
11,2023,P12,2346,3424402,JACAREI - SOROCABA,3424402-2346,60900,0.0,174.688,0.0,0.0,1800.0,39.0,70200.0,0.8675213675213675
11,2023,P12,2347,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2347,67800,21447.46,85.682,5.821270973306922,0.31799136950904394,1800.0,43.0,77400.0,0.875968992248062
11,2023,P12,2347,3423909,ITU - RIBEIRAO PRETO,3423909-2347,97800,73736.8,263.19,4.592879668680421,0.7596539162112933,1800.0,61.0,109800.0,0.8907103825136612
11,2023,P12,2347,3424402,JACAREI - RIBEIRAO PRETO,3424402-2347,68400,65522.0,357.812,4.35996450383894,0.9660732010582012,1800.0,42.0,75600.0,0.9047619047619048
11,2023,P12,2348,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2348,70200,23035.68,96.021,5.452330030078648,0.3286416666666667,1800.0,44.0,79200.0,0.8863636363636364
11,2023,P12,2348,3423909,ITU - RIBEIRAO PRETO,3423909-2348,62100,46756.79,273.529,4.498396302056686,0.7578248538011696,1800.0,38.0,68400.0,0.9078947368421053
11,2023,P12,2348,3424402,JACAREI - RIBEIRAO PRETO,3424402-2348,59100,59383.12,368.151,4.359486159725735,1.0103854354354354,1800.0,37.0,66600.0,0.8873873873873874
11,2023,P12,2349,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2349,58200,0.0,90.218,0.0,0.0,1800.0,37.0,66600.0,0.8738738738738738
11,2023,P12,2349,3423909,ITU - RIBEIRAO PRETO,3423909-2349,71700,0.0,267.641,0.0,0.0,1800.0,44.0,79200.0,0.9053030303030303
11,2023,P12,2349,3424402,JACAREI - RIBEIRAO PRETO,3424402-2349,66600,0.0,362.263,0.0,0.0,1800.0,41.0,73800.0,0.9024390243902439
11,2023,P12,2350,3403208,ARARAQUARA - BAURU,3403208-2350,65400,27319.760000000002,124.481,5.352910161037408,0.4174965853658536,1800.0,41.0,73800.0,0.8861788617886179
11,2023,P12,2350,3423909,ITU - BAURU,3423909-2350,69300,51734.54,251.81899999999996,4.777752422213187,0.7496397932816538,1800.0,43.0,77400.0,0.8953488372093024
11,2023,P12,2350,3424402,JACAREI - BAURU,3424402-2350,72900,79518.20999999999,401.828,4.30198179104103,1.0974065217391304,1800.0,46.0,82800.0,0.8804347826086957
11,2023,P12,2351,3403208,ARARAQUARA - BAURU,3403208-2351,77100,1246.96,124.483,0.20868980771136084,0.017318888888888887,1800.0,48.0,86400.0,0.8923611111111112
11,2023,P12,2351,3423909,ITU - BAURU,3423909-2351,88500,0.0,250.233,0.0,0.0,1800.0,55.0,99000.0,0.8939393939393939
11,2023,P12,2351,3424402,JACAREI - BAURU,3424402-2351,76500,0.0,403.211,0.0,0.0,1800.0,48.0,86400.0,0.8854166666666666
11,2023,P24,2301,3403208,ARARAQUARA - VALINHOS,3403208-2301,142200,0.0,193.55,0.0,0.0,3600.0,47.0,169200.0,0.8404255319148937
11,2023,P24,2301,3424402,JACAREI - VALINHOS,3424402-2301,326400,59465.52,145.62,3.5509646907077976,0.1926813623188406,3600.0,115.0,414000.0,0.7884057971014493
11,2023,P24,2302,3403208,ARARAQUARA - CAMPINAS,3403208-2302,122400,0.0,182.669,0.0,0.0,3600.0,41.0,147600.0,0.8292682926829268
11,2023,P24,2302,3424402,JACAREI - CAMPINAS,3424402-2302,265200,41771.56,141.311,3.3977034594845295,0.16107547892720306,3600.0,87.0,313200.0,0.8467432950191571
11,2023,P24,2303,3403208,ARARAQUARA - CAMPINAS,3403208-2303,135000,0.0,187.278,0.0,0.0,3600.0,45.0,162000.0,0.8333333333333334
11,2023,P24,2303,3424402,JACAREI - CAMPINAS,3424402-2303,214800,34376.46,141.46,3.375164946510203,0.16340142746913583,3600.0,72.0,259200.0,0.8287037037037037
11,2023,P24,2304,3403208,ARARAQUARA - CAMPINAS,3403208-2304,109200,36406.17,178.496,5.512451486534939,0.3429377777777778,3600.0,37.0,133200.0,0.8198198198198198
11,2023,P24,2304,3424402,JACAREI - CAMPINAS,3424402-2304,125400,36176.38,146.051,6.192422509945157,0.2941877777777778,3600.0,40.0,144000.0,0.8708333333333333
11,2023,P24,2305,3403208,ARARAQUARA - CAMPINAS,3403208-2305,132600,44409.82,180.193,5.6012946724295105,0.34591268939393943,3600.0,44.0,158400.0,0.8371212121212122
11,2023,P24,2305,3423909,ITU - CAMPINAS,3423909-2305,27000,4415.8,71.375,5.624327336411399,0.1672651515151515,3000.0,11.0,33000.0,0.8181818181818182
11,2023,P24,2305,3424402,JACAREI - CAMPINAS,3424402-2305,231000,65582.35,147.748,5.690766433213032,0.29379253205128203,3600.0,78.0,280800.0,0.8226495726495726
11,2023,P24,2306,3403208,ARARAQUARA - VALINHOS,3403208-2306,99000,40546.65,194.211,6.140478806101429,0.41771146241830065,3600.0,34.0,122400.0,0.8088235294117647
11,2023,P24,2306,3424402,JACAREI - VALINHOS,3424402-2306,116400,32427.61,138.681,5.995609921237801,0.28385776353276354,3600.0,39.0,140400.0,0.8290598290598291
11,2023,P24,2307,3403208,ARARAQUARA - CAMPINAS,3403208-2307,108000,1242.0,183.626,0.18788189036410965,0.0115,3600.0,36.0,129600.0,0.8333333333333334
11,2023,P24,2307,3424402,JACAREI - CAMPINAS,3424402-2307,382200,78496.87,146.178,4.19527423329776,0.20878893229166667,3600.0,128.0,460800.0,0.8294270833333334
11,2023,P24,2308,3403208,ARARAQUARA - CAMPINAS,3403208-2308,124200,49598.33,195.864,6.176302770563547,0.4086111111111111,3600.0,41.0,147600.0,0.8414634146341463
11,2023,P24,2308,3423909,ITU - CAMPINAS,3423909-2308,27600,3718.4,72.623,4.654673638328954,0.14084848484848486,3600.0,11.0,39600.0,0.696969696969697
11,2023,P24,2308,3424402,JACAREI - CAMPINAS,3424402-2308,95400,25326.66,137.757,5.745320564472223,0.2748013888888889,3600.0,32.0,115200.0,0.828125
